Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Pitam Pura,28.703267600000004,77.1322497,Lotus Leaf,28.708692242547116,77.13585699074078,Indian Restaurant
Pitam Pura,28.703267600000004,77.1322497,Rohini East Metro Station,28.70760245063888,77.1259331703186,Light Rail Station
Pitam Pura,28.703267600000004,77.1322497,"Haldiram's@D Mall,Rohini",28.70248201882933,77.12241812045136,Indian Restaurant
Pitam Pura,28.703267600000004,77.1322497,Sita Ram Diwan Chand Chhole Bhature,28.700147505686903,77.14156468219393,Indian Restaurant
Pitam Pura,28.703267600000004,77.1322497,Kohat Enclave Metro Station,28.698066,77.140421,Light Rail Station
Pitam Pura,28.703267600000004,77.1322497,Sai baba chowk,28.708354501361196,77.12390360700064,Bus Station
Rani Bagh,28.6859821,77.13252447,Chunmun Store,28.68997711346211,77.1346271047693,Department Store
Rani Bagh,28.6859821,77.13252447,Berco's,28.68870103002682,77.13517159999057,Chinese Restaurant
Rani Bagh,28.6859821,77.13252447,The Good Food Cafe,28.68828560558589,77.13519407188082,Fast Food Restaurant
Rani Bagh,28.6859821,77.13252447,Shakurbasti Railway Station,28.68052616655129,77.12759613990784,Train Station
Rithala,28.7208064,77.1071813,Crowne Plaza,28.720047258613377,77.11043310491654,Hotel
Rithala,28.7208064,77.1071813,Adventure Island,28.72413198820313,77.11362473119337,Theme Park
Rithala,28.7208064,77.1071813,McDonald's,28.724240065536936,77.11315273548357,Fast Food Restaurant
Rithala,28.7208064,77.1071813,Shoppers Stop,28.719713914615454,77.10968138708341,Clothing Store
Rithala,28.7208064,77.1071813,Metro Walk Mall,28.72402930658018,77.11332692459308,Shopping Mall
Rithala,28.7208064,77.1071813,Rithala Metro Station,28.72077572422933,77.10717916488647,Light Rail Station
Rithala,28.7208064,77.1071813,Pind Baluchi,28.724008889184102,77.11358539828862,Asian Restaurant
Rithala,28.7208064,77.1071813,Pantaloons,28.723835832359836,77.11403491643017,Clothing Store
Rithala,28.7208064,77.1071813,Lifestyle,28.715046803471715,77.11474290408096,Department Store
Rithala,28.7208064,77.1071813,City Center,28.71698741640009,77.11429607033602,Shopping Mall
Rithala,28.7208064,77.1071813,New York Creamery & Cafe,28.716687,77.114362,Café
Rithala,28.7208064,77.1071813,D mall,28.71477915410365,77.11233797660711,Shopping Mall
Rithala,28.7208064,77.1071813,More Mega Store,28.71692568011605,77.11434495074039,Department Store
Rohini,28.7383,77.0822,Modern Salon,28.7373233,77.09098089999998,Spa
Shalimar Bagh,28.71745265,77.15086655,Shalimar bagh club,28.711882012456098,77.15793345551063,Indian Restaurant
Shalimar Bagh,28.71745265,77.15086655,24SEVEN,28.71353407871715,77.15734929638812,Convenience Store
Shalimar Bagh,28.71745265,77.15086655,McDonald's,28.71331172786057,77.15792783860965,Restaurant
Shalimar Bagh,28.71745265,77.15086655,Magnet,28.71046242369149,77.15607424681232,Gym
Shakti Nagar,28.67979,77.1949142,Shakti Nagar,28.68210305063585,77.19670621602154,Playground
Shakti Nagar,28.67979,77.1949142,Gopal Sweets,28.682659955224068,77.19966531984826,Breakfast Spot
Shakti Nagar,28.67979,77.1949142,Bille Di Hatti | बिल्ले दी हट्टी,28.681587650228284,77.20171940298643,Breakfast Spot
Shakti Nagar,28.67979,77.1949142,Mad Over Donuts,28.680756979848095,77.20388888228172,Donut Shop
Shakti Nagar,28.67979,77.1949142,Kamla Nagar Market,28.684488757456002,77.2029447555542,Miscellaneous Shop
Shakti Nagar,28.67979,77.1949142,Starbucks | स्टारबक्स,28.680849982842012,77.20391012907784,Coffee Shop
Shakti Nagar,28.67979,77.1949142,Chicago Pizza,28.681589774555057,77.20320224761963,Pizza Place
Shakti Nagar,28.67979,77.1949142,Sharma Kachodi Waaley,28.68243182992799,77.19931719382215,Breakfast Spot
Shakti Nagar,28.67979,77.1949142,Roshanara Garden | रोशनारा बाग,28.67425432760321,77.19936211336687,Park
Shakti Nagar,28.67979,77.1949142,Brijwasi Rasgulle Wala,28.68245447288809,77.20313529431169,Dessert Shop
Shakti Nagar,28.67979,77.1949142,Vaishnav Chaat Bhandaar,28.682600863476072,77.20336549937728,Restaurant
Shakti Nagar,28.67979,77.1949142,Ghanta Ghar Market,28.676372069622218,77.20309037619793,Flea Market
Shakti Nagar,28.67979,77.1949142,Raju Chat Bhandar,28.680198127181672,77.185340773901,Snack Place
Bara Hindu Rao,28.659518100000003,77.20501,Changhezi,28.65534550356458,77.20046500101152,Indian Restaurant
Bara Hindu Rao,28.659518100000003,77.20501,cafe coffee day,28.655796589800016,77.19607830047607,Coffee Shop
Bara Hindu Rao,28.659518100000003,77.20501,Choley Kulchey Wala,28.661101478156155,77.2122027894986,Food Truck
Bara Hindu Rao,28.659518100000003,77.20501,Pulbangsh metro station,28.66641586680745,77.2074294090271,Metro Station
Chandni Chowk,28.6434826,77.22274209999999,bloomrooms @ New Delhi Railway Station,28.64553655967833,77.21770059555993,Hotel
Chandni Chowk,28.6434826,77.22274209999999,The Drunkyard Cafe,28.641451,77.215506,Tibetan Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Sagar Ratna,28.635487253836967,77.22064969494076,Indian Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Hotel Aman International,28.64151470891798,77.21614825053108,Hotel
Chandni Chowk,28.6434826,77.22274209999999,The Prime Balaji Deluxe @ New Delhi Railway Station,28.645246634338402,77.21743343727594,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Route 04,28.63488981038038,77.22022508672842,Bar
Chandni Chowk,28.6434826,77.22274209999999,The Indian Grill Restaurant,28.646140825017163,77.21513343500447,Restaurant
Chandni Chowk,28.6434826,77.22274209999999,쉼터,28.64149453220881,77.21315160796688,Korean Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Tadka,28.640501116044682,77.21320775083299,Indian Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Nirula's,28.635506399668113,77.2206047835112,Dessert Shop
Chandni Chowk,28.6434826,77.22274209999999,Chawri Bazaar | चावड़ी बाजार,28.649770989776663,77.22736358642578,Hardware Store
Chandni Chowk,28.6434826,77.22274209999999,McDonald's,28.64493401837252,77.21398813391185,Fast Food Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Krishna rooftop cafe,28.641079863493733,77.21366067491157,Indian Chinese Restaurant
Chandni Chowk,28.6434826,77.22274209999999,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Hotel Amax,28.646791218889298,77.21329464744466,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Zostel Delhi,28.64558973661711,77.21737338142562,Hostel
Chandni Chowk,28.6434826,77.22274209999999,Hotel City Star,28.64466061517661,77.21487207885538,Hotel
Chandni Chowk,28.6434826,77.22274209999999,The exotic roof top Restaurant,28.641039172929673,77.2136341282525,Indian Restaurant
Chandni Chowk,28.6434826,77.22274209999999,KFC,28.641804550179593,77.21909137541454,Fast Food Restaurant
Chandni Chowk,28.6434826,77.22274209999999,@Live,28.63547073465791,77.2208127573954,Jazz Club
Chandni Chowk,28.6434826,77.22274209999999,Hotel Godwin Deluxe New Delhi,28.64596590170701,77.21525414008858,Motel
Chandni Chowk,28.6434826,77.22274209999999,Cafe Coffee Day,28.63609948523326,77.22495786591341,Café
Chandni Chowk,28.6434826,77.22274209999999,Hotel Grand Godwin,28.64590912257855,77.21533022876963,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Satyam Rooftop Restaurant,28.641198,77.21369,Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Delhi Junction,28.64186514617183,77.2218309785254,Train Station
Chandni Chowk,28.6434826,77.22274209999999,Amici Cafe,28.645515201144562,77.21780955791473,Pizza Place
Chandni Chowk,28.6434826,77.22274209999999,Hotel Hari Piorko,28.641100947236374,77.2141135891901,Hotel
Chandni Chowk,28.6434826,77.22274209999999,brownie cafe,28.645948320269955,77.21596956253052,Coffee Shop
Chandni Chowk,28.6434826,77.22274209999999,Shelton hotel,28.641061433016365,77.2131696538769,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Café Nirvana,28.641333522569326,77.21468332222602,Café
Chandni Chowk,28.6434826,77.22274209999999,Gola Sizzlers,28.63518246137902,77.21985990076243,BBQ Joint
Chandni Chowk,28.6434826,77.22274209999999,BABA Hotel,28.647799626952793,77.2174408461612,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Hotel Blessings,28.640013300098744,77.21646399146064,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Chawri Bazar | चावड़ी बाजार Metro Station,28.649243733300782,77.22656965255737,Light Rail Station
Chandni Chowk,28.6434826,77.22274209999999,Kwality Hotel,28.645741357338135,77.21537484509369,Indian Restaurant
Chandni Chowk,28.6434826,77.22274209999999,ashok chat,28.649350624381324,77.22700124489958,Fast Food Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Ramlila Maidan,28.641319799018863,77.23053216533661,Theme Park
Chandni Chowk,28.6434826,77.22274209999999,Uppal Hotel,28.646318,77.215223,Hotel
Chandni Chowk,28.6434826,77.22274209999999,Main Bazaar,28.641255467630547,77.21380286357513,Road
Chandni Chowk,28.6434826,77.22274209999999,Ramlila Ground,28.642031351828596,77.23083436489105,Campground
Chandni Chowk,28.6434826,77.22274209999999,Al-Sameer Restaurant,28.645804284861462,77.21470675550181,Indian Restaurant
Chandni Chowk,28.6434826,77.22274209999999,Karen Cafe,28.646062445619535,77.2146056996046,Restaurant
Chandni Chowk,28.6434826,77.22274209999999,"Hira Sweets, CP",28.635157468979756,77.21998961294145,Diner
Chandni Chowk,28.6434826,77.22274209999999,Hotel Aura,28.646123328189265,77.21476395028103,Hotel
Chawri Bazaar,28.649926899999997,77.2297876,Haveli Dharampura,28.65324701401681,77.232309176437,Hotel
Chawri Bazaar,28.649926899999997,77.2297876,Karim's | करीम | کریم (Karim's),28.64949759295152,77.2336908547362,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Jama Masjid  |जामा मस्जिद | جامع مسجد (Jama Masjid),28.650135601332995,77.23354094263017,Mosque
Chawri Bazaar,28.649926899999997,77.2297876,Shyam Sweets,28.65053027754531,77.23030274534305,Snack Place
Chawri Bazaar,28.649926899999997,77.2297876,Chawri Bazaar | चावड़ी बाजार,28.649770989776663,77.22736358642578,Hardware Store
Chawri Bazaar,28.649926899999997,77.2297876,Aslam Chicken Corner,28.648283325082538,77.23364759564103,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Al Jawahar | अल जवाहर | امام جواہر,28.649608846249652,77.23355530889293,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Nai Sarak | नई सड़क,28.65283927807197,77.22870777607294,Paper / Office Supplies Store
Chawri Bazaar,28.649926899999997,77.2297876,Amritsari Lassi Wala,28.657325231761117,77.22413825891215,Snack Place
Chawri Bazaar,28.649926899999997,77.2297876,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Jalebi Wala | जलेबी वाला,28.656177651209596,77.23352648405536,Dessert Shop
Chawri Bazaar,28.649926899999997,77.2297876,Chandni Chowk | चाँदनी चौक (Chandni Chowk),28.656076323925312,77.23073986324933,Market
Chawri Bazaar,28.649926899999997,77.2297876,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Parathe Wali Gali | पराँठे वाली गली,28.65609952896119,77.2304785201278,Market
Chawri Bazaar,28.649926899999997,77.2297876,Haldiram's,28.656288944079645,77.23170543090595,Snack Place
Chawri Bazaar,28.649926899999997,77.2297876,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Kinari Bazaar | किनारी बाजार,28.6548009358371,77.23301890281758,Flea Market
Chawri Bazaar,28.649926899999997,77.2297876,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place
Chawri Bazaar,28.649926899999997,77.2297876,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant
Chawri Bazaar,28.649926899999997,77.2297876,Harnam Singh Bishan Singh jewellers (P) Ltd.,28.656481,77.22993,Jewelry Store
Chawri Bazaar,28.649926899999997,77.2297876,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant
Civil Lines,28.676857199999997,77.2250565,moets,28.678014772437493,77.2247389303534,Chinese Restaurant
Civil Lines,28.676857199999997,77.2250565,Maidens Hotel,28.67437701477759,77.22645211830836,Hotel
Civil Lines,28.676857199999997,77.2250565,The Embassy,28.676555564617807,77.2249690933671,Indian Restaurant
Civil Lines,28.676857199999997,77.2250565,The Exchange Store,28.67679919227412,77.22518802850038,Convenience Store
Civil Lines,28.676857199999997,77.2250565,1 UP,28.676463415350646,77.22515434619861,Italian Restaurant
Civil Lines,28.676857199999997,77.2250565,Best Of Asia Village,28.676904,77.225201,Asian Restaurant
Civil Lines,28.676857199999997,77.2250565,The Lounge,28.675218903882744,77.22730725930253,Café
Civil Lines,28.676857199999997,77.2250565,Tibetan Market,28.672576677638705,77.2310654430255,Flea Market
Civil Lines,28.676857199999997,77.2250565,Yamuna,28.671580935691306,77.23223864545793,Lake
Dariba Kalan,28.654602399999998,77.2333794,Haveli Dharampura,28.65324701401681,77.232309176437,Hotel
Dariba Kalan,28.654602399999998,77.2333794,Karim's | करीम | کریم (Karim's),28.64949759295152,77.2336908547362,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Jama Masjid  |जामा मस्जिद | جامع مسجد (Jama Masjid),28.650135601332995,77.23354094263017,Mosque
Dariba Kalan,28.654602399999998,77.2333794,Jalebi Wala | जलेबी वाला,28.656177651209596,77.23352648405536,Dessert Shop
Dariba Kalan,28.654602399999998,77.2333794,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Red Fort Archaeological Museum | लाल किला पुरातत्व संग्रहालय (Red Fort Archaeological Museum),28.655964042955148,77.23765543361783,Museum
Dariba Kalan,28.654602399999998,77.2333794,Chandni Chowk | चाँदनी चौक (Chandni Chowk),28.656076323925312,77.23073986324933,Market
Dariba Kalan,28.654602399999998,77.2333794,Red Fort | Lal Qila | लाल क़िला | لال قلعہ (Red Fort (Lal Qila)),28.655758930875194,77.2419548034668,Monument / Landmark
Dariba Kalan,28.654602399999998,77.2333794,Amritsari Lassi Wala,28.657325231761117,77.22413825891215,Snack Place
Dariba Kalan,28.654602399999998,77.2333794,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Shyam Sweets,28.65053027754531,77.23030274534305,Snack Place
Dariba Kalan,28.654602399999998,77.2333794,Nai Sarak | नई सड़क,28.65283927807197,77.22870777607294,Paper / Office Supplies Store
Dariba Kalan,28.654602399999998,77.2333794,Al Jawahar | अल जवाहर | امام جواہر,28.649608846249652,77.23355530889293,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Parathe Wali Gali | पराँठे वाली गली,28.65609952896119,77.2304785201278,Market
Dariba Kalan,28.654602399999998,77.2333794,Aslam Chicken Corner,28.648283325082538,77.23364759564103,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Haldiram's,28.656288944079645,77.23170543090595,Snack Place
Dariba Kalan,28.654602399999998,77.2333794,Kinari Bazaar | किनारी बाजार,28.6548009358371,77.23301890281758,Flea Market
Dariba Kalan,28.654602399999998,77.2333794,Chawri Bazaar | चावड़ी बाजार,28.649770989776663,77.22736358642578,Hardware Store
Dariba Kalan,28.654602399999998,77.2333794,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,McDonald's,28.661166313684927,77.22759628817572,Fast Food Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place
Dariba Kalan,28.654602399999998,77.2333794,McDonald's,28.66128895525179,77.22716404005617,Fast Food Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Harnam Singh Bishan Singh jewellers (P) Ltd.,28.656481,77.22993,Jewelry Store
Dariba Kalan,28.654602399999998,77.2333794,ashok chat,28.649350624381324,77.22700124489958,Fast Food Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Chawri Bazar | चावड़ी बाजार Metro Station,28.649243733300782,77.22656965255737,Light Rail Station
Dariba Kalan,28.654602399999998,77.2333794,Comesum,28.660668497816566,77.22781022853489,Restaurant
Dariba Kalan,28.654602399999998,77.2333794,Old Delhi Railway Station (DLI),28.660579163305297,77.22856521606445,Train Station
Gulabi Bagh,28.671999999999997,77.1914,Roshanara Garden | रोशनारा बाग,28.67425432760321,77.19936211336687,Park
Gulabi Bagh,28.671999999999997,77.1914,"Moments mall, kirti nagar",28.670420532801597,77.18183658400649,Shopping Mall
Gulabi Bagh,28.671999999999997,77.1914,Shastri Nagar | शास्त्री नगर Metro Station,28.67010695812553,77.18190498813311,Light Rail Station
Gulabi Bagh,28.671999999999997,77.1914,Delhi Subzi Mandi Railway Station (SZM),28.668121127109586,77.20027173048291,Train Station
Kamla Nagar,28.68034425,77.2021292,Mad Over Donuts,28.680756979848095,77.20388888228172,Donut Shop
Kamla Nagar,28.68034425,77.2021292,Bille Di Hatti | बिल्ले दी हट्टी,28.681587650228284,77.20171940298643,Breakfast Spot
Kamla Nagar,28.68034425,77.2021292,Starbucks | स्टारबक्स,28.680849982842012,77.20391012907784,Coffee Shop
Kamla Nagar,28.68034425,77.2021292,Gopal Sweets,28.682659955224068,77.19966531984826,Breakfast Spot
Kamla Nagar,28.68034425,77.2021292,Shakti Nagar,28.68210305063585,77.19670621602154,Playground
Kamla Nagar,28.68034425,77.2021292,Kamla Nagar Market,28.684488757456002,77.2029447555542,Miscellaneous Shop
Kamla Nagar,28.68034425,77.2021292,Chicago Pizza,28.681589774555057,77.20320224761963,Pizza Place
Kamla Nagar,28.68034425,77.2021292,QD's,28.6815524356186,77.20708240701326,Dumpling Restaurant
Kamla Nagar,28.68034425,77.2021292,Chache Di Hatti | चाचे दी हट्टी,28.68222280150934,77.20586403776046,Indian Restaurant
Kamla Nagar,28.68034425,77.2021292,Dunkin',28.680001703973897,77.20836252340777,Donut Shop
Kamla Nagar,28.68034425,77.2021292,cafe coffee day,28.68219216721737,77.20502614974976,Coffee Shop
Kamla Nagar,28.68034425,77.2021292,24SEVEN,28.67873199478196,77.20803734910325,Grocery Store
Kamla Nagar,28.68034425,77.2021292,Domino's Pizza,28.679,77.208,Pizza Place
Kamla Nagar,28.68034425,77.2021292,McDonald's,28.681040179896716,77.20772246694133,Fast Food Restaurant
Kamla Nagar,28.68034425,77.2021292,Shake Square,28.681605724165333,77.2072396150087,Café
Kamla Nagar,28.68034425,77.2021292,McDonald's,28.681048464112823,77.20772246694133,Fast Food Restaurant
Kamla Nagar,28.68034425,77.2021292,Bercos,28.680839798956594,77.20797528620804,Chinese Restaurant
Kamla Nagar,28.68034425,77.2021292,Momo's Point,28.681478582954096,77.20706679573026,Chinese Restaurant
Kamla Nagar,28.68034425,77.2021292,SUBWAY,28.679506883537428,77.20832368966602,Sandwich Place
Kamla Nagar,28.68034425,77.2021292,Brijwasi Rasgulle Wala,28.68245447288809,77.20313529431169,Dessert Shop
Kamla Nagar,28.68034425,77.2021292,Vaishnav Chaat Bhandaar,28.682600863476072,77.20336549937728,Restaurant
Kamla Nagar,28.68034425,77.2021292,Sharma Kachodi Waaley,28.68243182992799,77.19931719382215,Breakfast Spot
Kamla Nagar,28.68034425,77.2021292,KFC,28.68060523901767,77.208187452478,Fast Food Restaurant
Kamla Nagar,28.68034425,77.2021292,Ved Dhaba,28.67782434552527,77.20548092093907,Indian Restaurant
Kamla Nagar,28.68034425,77.2021292,Ghanta Ghar Market,28.676372069622218,77.20309037619793,Flea Market
Kamla Nagar,28.68034425,77.2021292,WOW Momo,28.68153449156447,77.20731821896844,Dumpling Restaurant
Kamla Nagar,28.68034425,77.2021292,Fruit juice corner,28.68073523555038,77.20802991131264,Juice Bar
